model,dependent,variable,coef,std_err,p_value,nobs,firms,years,r2_within,engine
M3a_grant,ln_invention_grant,manufacturing_post2021,0.011855390037302254,0.02101997225834663,0.572754019248296,37694,5713,8,0.006088058453262435,PanelOLS
M3a_grant,ln_invention_grant,ln_assets,0.0735405059623319,0.01603995426310868,4.560694589761383e-06,37694,5713,8,0.006088058453262435,PanelOLS
M3a_grant,ln_invention_grant,roa,-0.0807276923041157,0.056708068596273954,0.15458183169433215,37694,5713,8,0.006088058453262435,PanelOLS
M3a_grant,ln_invention_grant,cashflow_ratio,0.05788600603493205,0.06593161151786787,0.37996635800926204,37694,5713,8,0.006088058453262435,PanelOLS
M3b_patent_apply,ln_patent_apply_total,manufacturing_post2021,-0.03191620309404672,0.02910203962450514,0.27278087361294867,37694,5713,8,0.0015353086552400974,PanelOLS
M3b_patent_apply,ln_patent_apply_total,ln_assets,0.09655791450416097,0.023094536345034444,2.9102088388466285e-05,37694,5713,8,0.0015353086552400974,PanelOLS
M3b_patent_apply,ln_patent_apply_total,roa,0.0005163186370573488,0.0849994897998888,0.9951534189794846,37694,5713,8,0.0015353086552400974,PanelOLS
M3b_patent_apply,ln_patent_apply_total,cashflow_ratio,-0.08247134933186043,0.10008736653289087,0.40994934222968804,37694,5713,8,0.0015353086552400974,PanelOLS
M3c_patent_grant,ln_patent_grant_total,manufacturing_post2021,-0.0028844417434608065,0.031871116180480656,0.9278878248482172,37694,5713,8,0.004278413327107988,PanelOLS
M3c_patent_grant,ln_patent_grant_total,ln_assets,0.11242173289170526,0.024041163310027536,2.9340604419392236e-06,37694,5713,8,0.004278413327107988,PanelOLS
M3c_patent_grant,ln_patent_grant_total,roa,0.07717069735760247,0.09132058310673062,0.3980877883230902,37694,5713,8,0.004278413327107988,PanelOLS
M3c_patent_grant,ln_patent_grant_total,cashflow_ratio,-0.06410538471628412,0.09902470476267888,0.5173987132319913,37694,5713,8,0.004278413327107988,PanelOLS
M3a_grant,ln_invention_grant,manufacturing_post2021,-0.004364713521782677,0.02177737618010655,0.8411507313002919,26770,5403,6,0.0021715988270086806,PanelOLS
M3a_grant,ln_invention_grant,ln_assets,0.0672174017137177,0.016845165247432247,6.620765489362412e-05,26770,5403,6,0.0021715988270086806,PanelOLS
M3a_grant,ln_invention_grant,roa,-0.07372018777210211,0.05620157288083856,0.18963196480326383,26770,5403,6,0.0021715988270086806,PanelOLS
M3a_grant,ln_invention_grant,cashflow_ratio,0.10746615218516552,0.07004005681215457,0.12495771280492418,26770,5403,6,0.0021715988270086806,PanelOLS
M3b_patent_apply,ln_patent_apply_total,manufacturing_post2021,-0.0001517151803330723,0.032324691405574014,0.9962552051266864,26770,5403,6,0.0007864811678894856,PanelOLS
M3b_patent_apply,ln_patent_apply_total,ln_assets,0.06566426922282946,0.02832364637853614,0.020439426294476037,26770,5403,6,0.0007864811678894856,PanelOLS
M3b_patent_apply,ln_patent_apply_total,roa,0.0022362719302879202,0.09751710045480297,0.9817046490004364,26770,5403,6,0.0007864811678894856,PanelOLS
M3b_patent_apply,ln_patent_apply_total,cashflow_ratio,0.002905160652890905,0.12100798270665727,0.9808464451354835,26770,5403,6,0.0007864811678894856,PanelOLS
M3c_patent_grant,ln_patent_grant_total,manufacturing_post2021,0.04305679398899575,0.03398999587077205,0.20525885936574673,26770,5403,6,0.0038592604498725036,PanelOLS
M3c_patent_grant,ln_patent_grant_total,ln_assets,0.09265170699064282,0.027193554489269675,0.0006577324756158465,26770,5403,6,0.0038592604498725036,PanelOLS
M3c_patent_grant,ln_patent_grant_total,roa,0.09535360719100397,0.1014996785032306,0.34751171993184915,26770,5403,6,0.0038592604498725036,PanelOLS
