stock_code,firm_name,year,industry_code,industry_name,manufacturing,province_std,rd_intensity,rd_tax_deduction,rd_expense_est,patent_stock,gov_subsidy_rd,rd_deduction_rate,ln_assets,roa,lev,firm_age,dual_position,post2021,post2022,post2023,manufacturing_post2021,manufacturing_post2022,province_gdp,ln_gdp_prov,province_budget_exp,province_sci_tech_exp,sci_tech_exp_ratio,ip_protection_score,invention_apply,invention_grant,patent_apply_total,patent_grant_total,tech_market_turnover
300607,拓斯达,2020.0,C34,通用设备制造业,1,广东省,5.83,-17643381.18,94098032.96,421.0,6989817.22,0.75,22.12,0.127592,0.464754,3.0,1,0,0,0,0,0,113708.9,11.641396952840555,17430.79,955.73,5.48,90.86,215926.0,70695.0,967204.0,709725.0,3267.21
300611,美力科技,2020.0,C34,通用设备制造业,1,浙江省,6.07,-5612472.2,29933185.066666666,71.0,165000.0,0.75,20.89,0.033938,0.448072,3.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
300617,安靠智电,2020.0,C38,电气机械和器材制造业,1,江苏省,5.34,-2643328.91,14097754.186666667,61.0,258600.0,0.75,20.89,0.113916,0.213355,3.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
300619,金银河,2020.0,C35,专用设备制造业,1,,5.84,-2979144.19,15888769.013333334,212.0,3730256.0,0.75,21.11,0.008645,0.641714,3.0,1,0,0,0,0,0,,,,,,,,,,,
300626,华瑞股份,2020.0,C38,电气机械和器材制造业,1,,4.22,-3349621.53,17864648.16,106.0,95291.0,0.75,20.72,0.011811,0.444889,3.0,0,0,0,0,0,0,,,,,,,,,,,
300631,久吾高科,2020.0,C35,专用设备制造业,1,江苏省,5.44,-2689114.6,14341944.533333333,201.0,2990000.0,0.75,21.06,0.070833,0.396137,3.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
300633,开立医疗,2020.0,C35,专用设备制造业,1,,20.41,-16299119.43,86928636.96,511.0,6032792.29,0.75,21.54,-0.020544,0.402735,3.0,0,0,0,0,0,0,,,,,,,,,,,
300641,正丹股份,2020.0,C26,化学原料和化学制品制造业,1,,3.44,-1727364.0,9212608.0,32.0,1130450.0,0.75,21.24,0.025656,0.189171,3.0,1,0,0,0,0,0,,,,,,,,,,,
300645,正元智慧,2020.0,I65,软件和信息技术服务业,0,,13.99,-10807398.6,57639459.199999996,51.0,2312895.84,0.75,21.13,0.019955,0.494204,3.0,1,0,0,0,0,0,,,,,,,,,,,
300650,太龙股份,2020.0,F51,批发业,0,,2.35,-2973411.88,15858196.693333333,437.0,87360.0,0.75,21.31,0.013523,0.678397,3.0,1,0,0,0,0,0,,,,,,,,,,,
300653,正海生物,2020.0,C35,专用设备制造业,1,山东省,9.06,-2873207.6,15323773.866666667,60.0,6069369.79,0.75,20.51,0.1469,0.197161,3.0,0,0,0,0,0,0,74355.9,11.216618303144749,11233.52,298.62,2.66,87.63,74420.0,26745.0,337280.0,238778.0,1903.89
300655,晶瑞电材,2020.0,C26,化学原料和化学制品制造业,1,,3.31,-2405017.96,12826762.453333333,72.0,1501726.07,0.75,21.46,0.039445,0.334683,3.0,0,0,0,0,0,0,,,,,,,,,,,
300658,延江股份,2020.0,C17,纺织业,0,福建省,3.19,-4896666.64,26115555.41333333,94.0,221671.99,0.75,21.4,0.154693,0.439022,3.0,1,0,0,0,0,0,43682.0,10.684691396916357,5216.1,149.44,2.86,84.56,32929.0,10250.0,174867.0,145928.0,163.54
300660,江苏雷利,2020.0,C38,电气机械和器材制造业,1,,4.69,-11953340.58,63751149.76,837.0,200000.0,0.75,22.05,0.074371,0.31945,3.0,0,0,0,0,0,0,,,,,,,,,,,
300670,大烨智能,2020.0,C38,电气机械和器材制造业,1,,4.6,-2675997.04,14271984.213333333,34.0,957200.93,0.75,20.99,0.059475,0.232147,3.0,0,0,0,0,0,0,,,,,,,,,,,
300675,建科院,2020.0,M74,专业技术服务业,0,广东省,8.78,-2571079.13,13712422.026666665,96.0,1381023.9,0.75,20.99,0.035915,0.597854,3.0,0,0,0,0,0,0,113708.9,11.641396952840555,17430.79,955.73,5.48,90.86,215926.0,70695.0,967204.0,709725.0,3267.21
300676,华大基因,2020.0,M74,专业技术服务业,0,,7.58,-31130642.73,166030094.56,447.0,9648716.99,0.75,23.14,0.187766,0.461749,3.0,0,0,0,0,0,0,,,,,,,,,,,
300679,电连技术,2020.0,C39,计算机、通信和其他电子设备制造业,1,,10.58,-21957701.72,117107742.50666666,145.0,1284659.72,0.75,22.27,0.058172,0.224103,3.0,1,0,0,0,0,0,,,,,,,,,,,
300689,澄天伟业,2020.0,C39,计算机、通信和其他电子设备制造业,1,,4.38,-2104953.88,11226420.693333333,85.0,,0.75,20.37,0.035759,0.11606,3.0,1,0,0,0,0,0,,,,,,,,,,,
300690,双一科技,2020.0,C30,非金属矿物制品业,0,山东省,4.17,-3872755.49,20654695.94666667,116.0,500000.0,0.75,21.24,0.191715,0.234497,3.0,0,0,0,0,0,0,74355.9,11.216618303144749,11233.52,298.62,2.66,87.63,74420.0,26745.0,337280.0,238778.0,1903.89
300692,中赋科技,2020.0,N77,生态保护和环境治理业,0,,2.56,-2612959.11,13935781.92,27.0,3092700.0,0.75,22.06,0.042829,0.472123,3.0,0,0,0,0,0,0,,,,,,,,,,,
300693,盛弘股份,2020.0,C38,电气机械和器材制造业,1,广东省,10.42,-7312037.97,38997535.839999996,120.0,2699999.72,0.75,20.94,0.085431,0.392257,3.0,1,0,0,0,0,0,113708.9,11.641396952840555,17430.79,955.73,5.48,90.86,215926.0,70695.0,967204.0,709725.0,3267.21
300695,兆丰股份,2020.0,C36,汽车制造业,1,浙江省,7.51,-3795424.59,20242264.48,88.0,1968640.83,0.75,21.53,0.071634,0.172621,3.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
300696,爱乐达,2020.0,C37,铁路、船舶、航空航天和其他运输设备制造业,1,,3.61,-1234895.12,6586107.306666668,28.0,705000.0,0.75,20.82,0.123833,0.129447,3.0,0,0,0,0,0,0,,,,,,,,,,,
300698,万马科技,2020.0,C39,计算机、通信和其他电子设备制造业,1,浙江省,5.32,-919149.81,4902132.32,108.0,,0.75,20.45,-0.008384,0.426652,3.0,1,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
300700,岱勒新材,2020.0,C30,非金属矿物制品业,0,,6.36,-1965766.46,10484087.786666667,28.0,7888469.0,0.75,20.85,0.001323,0.53076,3.0,0,0,0,0,0,0,,,,,,,,,,,
300701,森霸传感,2020.0,C39,计算机、通信和其他电子设备制造业,1,,3.51,-1285825.36,6857735.253333334,56.0,,0.75,20.42,0.2007718799999991,0.081587,3.0,0,0,0,0,0,0,,,,,,,,,,,
300702,天宇股份,2020.0,C27,医药制造业,1,,6.92,-19644183.05,104768976.26666667,2.0,,0.75,22.31,0.136425,0.274632,3.0,1,0,0,0,0,0,,,,,,,,,,,
300705,九典制药,2020.0,C27,医药制造业,1,,8.35,-6501709.88,34675786.02666666,71.0,1189299.92,0.75,20.85,0.07275,0.260929,3.0,0,0,0,0,0,0,,,,,,,,,,,
300708,聚灿光电,2020.0,C39,计算机、通信和其他电子设备制造业,1,江苏省,4.36,-7192431.12,38359632.64,110.0,2402916.0,0.75,21.7,0.00805,0.711705,3.0,1,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
300710,万隆光电,2020.0,C39,计算机、通信和其他电子设备制造业,1,浙江省,9.93,-5116441.56,27287688.319999997,24.0,619489.84,0.75,20.76,0.051837,0.342499,3.0,1,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
300715,凯伦股份,2020.0,C30,非金属矿物制品业,0,,5.28,-11761936.64,62730328.74666667,143.0,1675723.26,0.75,21.97,0.080076,0.615806,3.0,0,0,0,0,0,0,,,,,,,,,,,
300718,长盛轴承,2020.0,C34,通用设备制造业,1,,5.1,-3223296.78,17190916.16,59.0,190000.0,0.75,21.13,0.09691,0.10819,3.0,0,0,0,0,0,0,,,,,,,,,,,
300720,海川智能,2020.0,C40,仪器仪表制造业,1,,6.69,-2253727.98,12019882.56,97.0,898900.0,0.75,20.19,0.124571,0.091076,3.0,1,0,0,0,0,0,,,,,,,,,,,
300724,捷佳伟创,2020.0,C38,电气机械和器材制造业,1,,4.73,-17508870.32,93380641.70666666,325.0,5306695.0,0.75,22.95,0.055128,0.673076,2.0,0,0,0,0,0,0,,,,,,,,,,,
300726,宏达电子,2020.0,C39,计算机、通信和其他电子设备制造业,1,,5.99,-9147907.69,48788841.01333333,191.0,32505991.57,0.75,21.81,0.17861,0.256005,3.0,0,0,0,0,0,0,,,,,,,,,,,
300729,乐歌股份,2020.0,C21,家具制造业,1,,4.36,-10178570.92,54285711.57333333,1051.0,414509.48,0.75,21.78,0.075559,0.643697,3.0,1,0,0,0,0,0,,,,,,,,,,,
300745,欣锐科技,2020.0,C36,汽车制造业,1,,29.2,-8321238.52,44379938.77333333,361.0,6617962.19,0.75,21.07,-0.200905,0.425512,2.0,1,0,0,0,0,0,,,,,,,,,,,
300748,金力永磁,2020.0,C30,非金属矿物制品业,0,江西省,4.26,-10442429.9,55692959.46666667,37.0,6694946.41,0.75,21.98,0.069504,0.554697,2.0,1,0,0,0,0,0,25825.4,10.159113782735265,6674.08,195.74,2.93,79.97,20285.0,4407.0,109738.0,80239.0,233.41
300749,顶固集创,2020.0,C21,家具制造业,1,,4.68,-3746948.81,19983726.98666667,600.0,2561703.54,0.75,21.1,0.014859,0.448953,2.0,1,0,0,0,0,0,,,,,,,,,,,
300750,宁德时代,2020.0,C38,电气机械和器材制造业,1,福建省,7.09,-311151480.73,1659474563.8933334,3317.0,,0.75,25.78,0.038973,0.558196,2.0,0,0,0,0,0,0,43682.0,10.684691396916357,5216.1,149.44,2.86,84.56,32929.0,10250.0,174867.0,145928.0,163.54
600006,东风股份,2020.0,C36,汽车制造业,1,,2.82,-19521763.82,104116073.70666666,538.0,,0.75,23.73,0.027422,0.598679,21.0,0,0,0,0,0,0,,,,,,,,,,,
600008,首创环保,2020.0,D46,水的生产和供应业,0,北京市,0.54,-6356585.96,33901791.78666667,276.0,,0.75,25.33,0.015929,0.648057,20.0,0,0,0,0,0,0,38503.6,10.558507022397922,7116.18,410.96,5.78,87.98,145035.0,63266.0,254165.0,162824.0,6316.16
600141,兴发集团,2020.0,C26,化学原料和化学制品制造业,1,湖北省,2.09,-39290397.93,209548788.96,536.0,4386100.0,0.75,24.14,0.019545,0.640202,21.0,0,0,0,0,0,0,43017.6,10.669364613259933,8442.88,287.85,3.41,80.59,47767.0,17555.0,163613.0,110102.0,1665.81
600152,维科技术,2020.0,C38,电气机械和器材制造业,1,浙江省,4.84,-9281252.69,49500014.346666664,98.0,11667484.25,0.75,21.88,0.015199,0.550174,22.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
600171,上海贝岭,2020.0,C39,计算机、通信和其他电子设备制造业,1,上海市,8.68,-11133497.12,59378651.306666665,342.0,,0.75,22.08,0.139647,0.142173,22.0,0,0,0,0,0,0,41603.9,10.635949191855097,8102.11,406.2,5.01,87.93,81042.0,24208.0,210293.0,139780.0,1583.22
600261,阳光照明,2020.0,C38,电气机械和器材制造业,1,浙江省,3.93,-20688218.71,110337166.45333333,30.0,3377772.56,0.75,22.59,0.074849,0.391107,20.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
600267,海正药业,2020.0,C27,医药制造业,1,浙江省,4.04,-38781123.64,206832659.41333333,328.0,16878710.65,0.75,23.76,0.034668,0.604186,20.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
600323,瀚蓝环境,2020.0,N77,生态保护和环境治理业,0,,1.48,-12921833.21,68916443.78666668,212.0,6917152.89,0.75,23.94,0.042428,0.672249,20.0,0,0,0,0,0,0,,,,,,,,,,,
600353,旭光电子,2020.0,C39,计算机、通信和其他电子设备制造业,1,四川省,3.9,-2641135.92,14086058.24,43.0,1177284.3,0.75,21.2,0.035969,0.241503,18.0,0,0,0,0,0,0,49445.1,10.808618242151232,11198.54,181.7,1.62,84.93,41417.0,14187.0,160036.0,108386.0,1244.59
600363,联创光电,2020.0,C39,计算机、通信和其他电子设备制造业,1,,3.84,-7224068.22,38528363.839999996,295.0,23929893.13,0.75,22.56,0.049055,0.477509,19.0,0,0,0,0,0,0,,,,,,,,,,,
600398,海澜之家,2020.0,C18,纺织服装、服饰业,0,江苏省,0.46,-4251926.96,22676943.786666665,342.0,250000.0,0.75,24.04,0.062077,0.497845,20.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
600405,动力源,2020.0,C39,计算机、通信和其他电子设备制造业,1,,11.09,-2248892.15,11994091.466666667,305.0,2177666.67,0.75,21.66,-0.018241,0.588102,16.0,1,0,0,0,0,0,,,,,,,,,,,
600439,瑞贝卡,2020.0,C19,皮革、毛皮、羽毛及其制品和制鞋业,0,,3.09,-4383393.48,23378098.560000002,436.0,2395000.0,0.75,22.3,0.007694,0.42761,17.0,0,0,0,0,0,0,,,,,,,,,,,
600479,千金药业,2020.0,C27,医药制造业,1,,2.71,-10084149.76,53782132.053333335,388.0,1938700.0,0.75,22.17,0.085181,0.34685,16.0,0,0,0,0,0,0,,,,,,,,,,,
600497,驰宏锌锗,2020.0,B09,有色金属矿采选业,0,云南省,3.44,-7827671.75,41747582.666666664,559.0,,0.75,24.1,0.003017,0.416868,16.0,0,0,0,0,0,0,25214.5,10.135174504847631,6974.02,64.94,0.93,76.67,9753.0,2458.0,45153.0,28943.0,49.95
600547,山东黄金,2020.0,B09,有色金属矿采选业,0,山东省,0.78,-35794869.87,190905972.64,347.0,5349657.07,0.75,24.88,0.039793,0.504341,17.0,0,0,0,0,0,0,74355.9,11.216618303144749,11233.52,298.62,2.66,87.63,74420.0,26745.0,337280.0,238778.0,1903.89
600580,卧龙电驱,2020.0,C38,电气机械和器材制造业,1,浙江省,4.52,-40775481.79,217469236.21333334,1155.0,33295081.93,0.75,23.76,0.044321,0.606822,18.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
600584,长电科技,2020.0,C39,计算机、通信和其他电子设备制造业,1,江苏省,3.85,-75274795.12,401465573.97333336,3238.0,27296538.31,0.75,24.2,0.040398,0.585201,17.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
600686,金龙汽车,2020.0,C36,汽车制造业,1,,4.5,-51887144.78,276731438.82666665,1081.0,7541348.63,0.75,23.89,0.002562,0.733627,27.0,0,0,0,0,0,0,,,,,,,,,,,
600704,物产中大,2020.0,F51,批发业,0,,0.3832,-39420854.53,210244557.49333334,386.0,5860000.0,0.75,25.39,0.037908,0.682129,24.0,0,0,0,0,0,0,,,,,,,,,,,
600731,湖南海利,2020.0,C26,化学原料和化学制品制造业,1,湖南省,3.48,-5934971.26,31653180.05333333,262.0,,0.75,21.81,0.101224,0.470452,24.0,0,0,0,0,0,0,41693.7,10.6381053172366,8403.13,220.66,2.63,82.81,48530.0,11537.0,128573.0,78723.0,735.95
600741,华域汽车,2020.0,C36,汽车制造业,1,上海市,4.17,-210766971.55,1124090514.9333334,6700.0,,0.75,25.74,0.046386,0.613203,24.0,0,0,0,0,0,0,41603.9,10.635949191855097,8102.11,406.2,5.01,87.93,81042.0,24208.0,210293.0,139780.0,1583.22
600929,雪天盐业,2020.0,C14,食品制造业,1,湖南省,3.95,-8300534.45,44269517.06666667,157.0,1661000.0,0.75,22.24,0.034184,0.374707,2.0,0,0,0,0,0,0,41693.7,10.6381053172366,8403.13,220.66,2.63,82.81,48530.0,11537.0,128573.0,78723.0,735.95
600970,中材国际,2020.0,E48,土木工程建筑业,0,江苏省,2.71,-43498533.31,231992177.65333334,897.0,5331448.4,0.75,24.26,0.032685,0.671496,15.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
600983,惠而浦,2020.0,C38,电气机械和器材制造业,1,安徽省,2.98,-15900469.17,84802502.24,715.0,1262848.88,0.75,22.67,-0.021346,0.493629,16.0,0,0,0,0,0,0,38628.8,10.56175339123789,7473.59,369.98,4.95,84.56,69663.0,21432.0,202298.0,119696.0,659.57
600990,四创电子,2020.0,C39,计算机、通信和其他电子设备制造业,1,,4.63,-13587968.76,72469166.72,511.0,1579780.0,0.75,22.79,0.022042,0.671961,16.0,0,0,0,0,0,0,,,,,,,,,,,
600993,马应龙,2020.0,F51,批发业,0,,2.11,-5565545.48,29682909.22666667,143.0,1100000.0,0.75,22.08,0.111379,0.237916,16.0,0,0,0,0,0,0,,,,,,,,,,,
600998,九州通,2020.0,F51,批发业,0,,0.3832,-6276284.84,33473519.146666665,201.0,5029247.53,0.75,25.12,0.041882,0.683052,10.0,0,0,0,0,0,0,,,,,,,,,,,
601058,赛轮轮胎,2020.0,C29,橡胶和塑料制品业,0,,2.26,-23466686.32,125155660.37333333,376.0,497278.58,0.75,23.77,0.072225,0.581588,9.0,1,0,0,0,0,0,,,,,,,,,,,
601100,恒立液压,2020.0,C35,专用设备制造业,1,江苏省,3.93,-33775217.95,180134495.73333335,342.0,9187000.04,0.75,23.09,0.2007718799999991,0.307776,9.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
601177,杭齿前进,2020.0,C34,通用设备制造业,1,浙江省,5.0,-8385838.73,44724473.22666667,306.0,3064666.32,0.75,22.12,0.031287,0.529621,10.0,1,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
601186,中国铁建,2020.0,E48,土木工程建筑业,0,北京市,2.04,-1128009000.0,6016048000.0,19072.0,,0.75,27.85,0.020686,0.747634,12.0,0,0,0,0,0,0,38503.6,10.558507022397922,7116.18,410.96,5.78,87.98,145035.0,63266.0,254165.0,162824.0,6316.16
601311,骆驼股份,2020.0,C38,电气机械和器材制造业,1,湖北省,4.05,-53325271.52,284401448.1066667,719.0,,0.75,23.24,0.058375,0.37129,9.0,0,0,0,0,0,0,43017.6,10.669364613259933,8442.88,287.85,3.41,80.59,47767.0,17555.0,163613.0,110102.0,1665.81
601390,中国中铁,2020.0,E48,土木工程建筑业,0,北京市,2.25,-982305000.0,5238960000.0,18586.0,,0.75,27.81,0.022706,0.739031,13.0,0,0,0,0,0,0,38503.6,10.558507022397922,7116.18,410.96,5.78,87.98,145035.0,63266.0,254165.0,162824.0,6316.16
601608,中信重工,2020.0,C35,专用设备制造业,1,河南省,6.74,-50294604.2,268237889.0666667,1101.0,,0.75,23.73,0.009912,0.621899,8.0,0,0,0,0,0,0,54160.6,10.899708985811351,10372.67,254.28,2.45,82.53,32609.0,9183.0,178585.0,122809.0,379.78
601678,滨化股份,2020.0,C26,化学原料和化学制品制造业,1,,0.3832,-1094738.17,5838603.573333333,73.0,301551.0,0.75,23.37,0.035923,0.473275,10.0,0,0,0,0,0,0,,,,,,,,,,,
601800,中国交建,2020.0,E48,土木工程建筑业,0,北京市,3.21,-890113456.0,4747271765.333333,13697.0,,0.75,27.9,0.014836,0.725646,8.0,1,0,0,0,0,0,38503.6,10.558507022397922,7116.18,410.96,5.78,87.98,145035.0,63266.0,254165.0,162824.0,6316.16
601869,长飞光纤,2020.0,C39,计算机、通信和其他电子设备制造业,1,湖北省,5.04,-56775855.0,302804560.0,475.0,11238807.0,0.75,23.49,0.034322,0.408062,2.0,0,0,0,0,0,0,43017.6,10.669364613259933,8442.88,287.85,3.41,80.59,47767.0,17555.0,163613.0,110102.0,1665.81
603015,弘讯科技,2020.0,C38,电气机械和器材制造业,1,,8.42,-4749163.8,25328873.599999998,202.0,464666.66,0.75,21.44,0.029293,0.374561,5.0,0,0,0,0,0,0,,,,,,,,,,,
603016,新宏泰,2020.0,C38,电气机械和器材制造业,1,,6.85,-3073887.78,16394068.159999998,176.0,68000.0,0.75,20.69,0.068509,0.131413,4.0,1,0,0,0,0,0,,,,,,,,,,,
603026,石大胜华,2020.0,C26,化学原料和化学制品制造业,1,山东省,3.67,-10928464.56,58285144.32,147.0,80000.0,0.75,21.91,0.079379,0.301696,5.0,0,0,0,0,0,0,74355.9,11.216618303144749,11233.52,298.62,2.66,87.63,74420.0,26745.0,337280.0,238778.0,1903.89
603028,赛福天,2020.0,C33,金属制品业,0,,3.51,-2739371.8,14609982.933333332,189.0,613888.42,0.75,20.88,0.046022,0.352548,4.0,0,0,0,0,0,0,,,,,,,,,,,
603029,天鹅股份,2020.0,C35,专用设备制造业,1,山东省,8.7,-3419073.42,18235058.24,129.0,2020960.75,0.75,21.0,-0.001459,0.422557,4.0,1,0,0,0,0,0,74355.9,11.216618303144749,11233.52,298.62,2.66,87.63,74420.0,26745.0,337280.0,238778.0,1903.89
603033,三维股份,2020.0,C29,橡胶和塑料制品业,0,,1.29,-3604697.14,19225051.413333334,69.0,,0.75,22.36,0.039328,0.406839,4.0,0,0,0,0,0,0,,,,,,,,,,,
603040,新坐标,2020.0,C33,金属制品业,0,,6.5,-2835084.7,15120451.733333334,78.0,2669794.95,0.75,20.77,0.14718,0.112701,3.0,1,0,0,0,0,0,,,,,,,,,,,
603078,江化微,2020.0,C26,化学原料和化学制品制造业,1,,5.39,-2656123.76,14165993.386666665,83.0,1450200.0,0.75,21.41,0.028882,0.439092,3.0,1,0,0,0,0,0,,,,,,,,,,,
603088,宁波精达,2020.0,C35,专用设备制造业,1,浙江省,4.89,-2473205.89,13190431.413333334,102.0,3037209.36,0.75,20.65,0.073758,0.38936,6.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603166,福达股份,2020.0,C36,汽车制造业,1,广西壮族自治区,5.05,-9958258.03,53110709.49333333,162.0,3754940.0,0.75,21.94,0.059176,0.331841,6.0,0,0,0,0,0,0,22250.7,10.010128747773667,6179.47,66.26,1.07,76.47,12854.0,3521.0,51712.0,34470.0,91.67
603177,德创环保,2020.0,N77,生态保护和环境治理业,0,,6.73,-2838722.25,15139852.0,180.0,1714800.0,0.75,20.96,-0.098427,0.674471,3.0,0,0,0,0,0,0,,,,,,,,,,,
603179,新泉股份,2020.0,C36,汽车制造业,1,江苏省,4.1,-16554136.71,88288729.12,64.0,2865145.0,0.75,22.62,0.038608,0.475856,3.0,1,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
603208,江山欧派,2020.0,C21,家具制造业,1,浙江省,3.11,-10530346.75,56161849.333333336,175.0,,0.75,22.09,0.11231,0.537475,3.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603218,日月股份,2020.0,C34,通用设备制造业,1,,3.91,-21980305.87,117228297.97333334,108.0,2127460.0,0.75,23.07,0.094089,0.202557,4.0,1,0,0,0,0,0,,,,,,,,,,,
603239,浙江仙通,2020.0,C36,汽车制造业,1,浙江省,4.49,-3038610.91,16205924.853333334,33.0,409800.0,0.75,20.88,0.090885,0.174368,4.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603258,电魂网络,2020.0,I64,互联网和相关服务,0,浙江省,16.21,-21283515.99,113512085.27999999,25.0,200000.0,0.75,21.83,0.136565,0.251082,4.0,1,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603277,银都股份,2020.0,C34,通用设备制造业,1,,2.85,-4921539.97,26248213.173333332,123.0,,0.75,21.81,0.104825,0.235678,3.0,0,0,0,0,0,0,,,,,,,,,,,
603283,赛腾股份,2020.0,C35,专用设备制造业,1,,8.98,-15478853.1,82553883.2,537.0,19084205.0,0.75,21.93,0.055258,0.618137,3.0,0,0,0,0,0,0,,,,,,,,,,,
603297,永新光学,2020.0,C40,仪器仪表制造业,1,,8.2,-4785921.14,25524912.746666666,82.0,7375382.38,0.75,21.1,0.110627,0.138995,2.0,0,0,0,0,0,0,,,,,,,,,,,
603300,海南华铁,2020.0,L71,租赁业,0,浙江省,2.86,-2848942.5,15194360.0,130.0,50000.0,0.75,22.72,0.053919,0.496568,5.0,1,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603303,得邦照明,2020.0,C38,电气机械和器材制造业,1,浙江省,3.6,-18242720.47,97294509.17333333,400.0,27329798.18,0.75,22.22,0.077168,0.347748,3.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603311,金海高科,2020.0,C35,专用设备制造业,1,,2.15,-2182113.85,11637940.533333333,58.0,1655237.32,0.75,20.93,0.075658,0.300952,5.0,1,0,0,0,0,0,,,,,,,,,,,
603313,梦百合,2020.0,C21,家具制造业,1,,1.69,-11616820.84,61956377.81333333,104.0,124380.0,0.75,22.68,0.058884,0.478049,4.0,1,0,0,0,0,0,,,,,,,,,,,
603316,诚邦股份,2020.0,E48,土木工程建筑业,0,浙江省,3.56,-4572882.05,24388704.266666666,50.0,,0.75,21.61,0.016836,0.614257,3.0,0,0,0,0,0,0,67164.5,11.114900113115946,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32
603319,美湖股份,2020.0,C36,汽车制造业,1,湖南省,6.54,2983501.76,15912009.386666665,355.0,4659169.7,0.75,21.6,0.070086,0.449737,4.0,1,0,0,0,0,0,41693.7,10.6381053172366,8403.13,220.66,2.63,82.81,48530.0,11537.0,128573.0,78723.0,735.95
603321,梅轮电梯,2020.0,C34,通用设备制造业,1,,4.15,-3314683.7,17678313.066666666,274.0,310000.0,0.75,21.3,0.02845,0.380284,3.0,1,0,0,0,0,0,,,,,,,,,,,
603326,我乐家居,2020.0,C21,家具制造业,1,江苏省,2.78,-4284112.0,22848597.333333332,184.0,647000.0,0.75,21.41,0.110893,0.434362,3.0,0,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
603339,四方科技,2020.0,C34,通用设备制造业,1,江苏省,5.44,-7193354.27,38364556.10666666,188.0,100000.0,0.75,21.63,0.042903,0.270378,4.0,1,0,0,0,0,0,104566.6,11.557579467958655,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85
603365,水星家纺,2020.0,C17,纺织业,0,,2.11,-6166180.13,32886294.026666667,128.0,1131751.23,0.75,21.82,0.091356,0.215628,3.0,1,0,0,0,0,0,,,,,,,,,,,
603387,基蛋生物,2020.0,C27,医药制造业,1,,12.03,-15546738.6,82915939.2,109.0,2885633.35,0.75,21.72,0.122339,0.257759,3.0,1,0,0,0,0,0,,,,,,,,,,,
