stock_code,firm_name,year,industry_code,industry_name,manufacturing,province_std,rd_intensity,rd_tax_deduction,rd_expense_est,patent_stock,gov_subsidy_rd,rd_deduction_rate,ln_assets,roa,lev,firm_age,dual_position,post2021,post2022,post2023,manufacturing_post2021,manufacturing_post2022,province_gdp,ln_gdp_prov,province_budget_exp,province_sci_tech_exp,sci_tech_exp_ratio,ip_protection_score,invention_apply,invention_grant,patent_apply_total,patent_grant_total,tech_market_turnover
301213,观想科技,2024.0,I65,软件和信息技术服务业,0,,22.29,-5602404.06,22409616.24,58.0,444000.0,1.0,20.7,-0.009228,0.180628,3.0,1,1,1,1,0,0,,,,,,,,,,,
301216,万凯新材,2024.0,C26,化学原料和化学制品制造业,1,,0.3832,-18701604.29,74806417.16,112.0,,1.0,23.6,-0.016981,0.699735,2.0,0,1,1,1,1,1,,,,,,,,,,,
301218,华是科技,2024.0,I65,软件和信息技术服务业,0,浙江省,7.89,-6332182.55,25328730.2,78.0,,1.0,21.19,0.007996,0.393476,2.0,0,1,1,1,0,0,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
301220,亚香股份,2024.0,C26,化学原料和化学制品制造业,1,,5.64,-7279893.83,29119575.32,128.0,,1.0,21.47,0.02612,0.220769,2.0,0,1,1,1,1,1,,,,,,,,,,,
301223,中荣股份,2024.0,C23,印刷和记录媒介复制业,0,广东省,3.88,-14591949.29,58367797.16,400.0,,1.0,22.19,0.032749,0.309899,2.0,1,1,1,1,0,0,141488.9,11.859976547758759,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67
301226,祥明智能,2024.0,C38,电气机械和器材制造业,1,,5.65,-3637304.67,14549218.68,18.0,,1.0,20.75,0.028501,0.11887,2.0,0,1,1,1,1,1,,,,,,,,,,,
301227,森鹰窗业,2024.0,C20,木材加工和木、竹、藤、棕、草制品业,0,黑龙江省,5.65,-4694213.26,18776853.04,164.0,,1.0,21.52,-0.019284,0.237019,2.0,0,1,1,1,0,0,16478.1,9.709787505554779,6454.54,,,78.99,16248.0,7863.0,51211.0,28067.0,130.29
301234,五洲医疗,2024.0,C35,专用设备制造业,1,安徽省,2.72,-1942963.15,7771852.6,101.0,,1.0,20.59,0.045802,0.126246,2.0,0,1,1,1,1,1,50646.7,10.832629354543421,8999.54,,,85.38,65961.0,32821.0,262102.0,148388.0,3933.22
301235,华康洁净,2024.0,E49,建筑安装业,0,,3.78,-8131893.06,32527572.24,192.0,,1.0,22.16,0.015771,0.573278,2.0,0,1,1,1,0,0,,,,,,,,,,,
301237,和顺科技,2024.0,C29,橡胶和塑料制品业,0,浙江省,4.07,-2682131.64,10728526.56,66.0,,1.0,21.19,-0.030036,0.142343,2.0,1,1,1,1,0,0,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
301255,通力科技,2024.0,C34,通用设备制造业,1,,5.09,-3146396.54,12585586.16,50.0,,1.0,21.05,0.037308,0.253492,2.0,0,1,1,1,1,1,,,,,,,,,,,
301258,富士莱,2024.0,C27,医药制造业,1,江苏省,9.46,-3943692.19,15774768.76,49.0,,1.0,21.46,0.007858,0.096199,2.0,1,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
301265,华新科技,2024.0,C42,废弃资源综合利用业,0,北京市,2.59,-1960646.21,7842584.84,79.0,1127856.93,1.0,21.59,0.018491,0.103411,2.0,0,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
301266,宇邦新材,2024.0,C38,电气机械和器材制造业,1,江苏省,2.16,-4177819.98,16711279.92,108.0,531123.37,1.0,21.96,0.011216,0.471468,2.0,1,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
301269,华大九天,2024.0,I65,软件和信息技术服务业,0,,57.38199999999973,-52753345.49,211013381.96,342.0,6843551.0,1.0,22.45,0.01945,0.110967,2.0,0,1,1,1,0,0,,,,,,,,,,,
301273,瑞晨环保,2024.0,C34,通用设备制造业,1,,11.32,-4461381.62,17845526.48,162.0,,1.0,20.91,-0.030965,0.194818,2.0,1,1,1,1,1,1,,,,,,,,,,,
301280,珠城科技,2024.0,C39,计算机、通信和其他电子设备制造业,1,浙江省,4.04,-10245214.6,40980858.4,151.0,,1.0,21.7,0.074427,0.30065,2.0,1,1,1,1,1,1,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
301285,鸿日达,2024.0,C39,计算机、通信和其他电子设备制造业,1,江苏省,7.03,-8003135.61,32012542.44,162.0,,1.0,21.42,-0.0038,0.489763,2.0,1,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
301290,东星医疗,2024.0,C35,专用设备制造业,1,江苏省,5.15,-3510411.81,14041647.24,257.0,7395600.0,1.0,21.63,0.039031,0.0922,2.0,0,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
301296,新巨丰,2024.0,C22,造纸和纸制品业,0,,0.73,-2996155.38,11984621.52,32.0,,1.0,22.0,0.051352,0.262357,2.0,0,1,1,1,0,0,,,,,,,,,,,
301300,远翔新材,2024.0,C26,化学原料和化学制品制造业,1,,3.85,-2252919.43,9011677.72,54.0,,1.0,20.68,0.050148,0.170732,2.0,0,1,1,1,1,1,,,,,,,,,,,
301308,江波龙,2024.0,C39,计算机、通信和其他电子设备制造业,1,,5.21,-106539340.88,426157363.52,570.0,,1.0,23.55,0.029901,0.591665,2.0,1,1,1,1,1,1,,,,,,,,,,,
301311,昆船智能,2024.0,C34,通用设备制造业,1,,4.92,-13828338.17,55313352.68,639.0,1081400.0,1.0,22.29,0.001332,0.616639,2.0,0,1,1,1,1,1,,,,,,,,,,,
301318,维海德,2024.0,C39,计算机、通信和其他电子设备制造业,1,,14.5,-13435778.27,53743113.08,112.0,659500.0,1.0,21.46,0.059604,0.111408,2.0,1,1,1,1,1,1,,,,,,,,,,,
301319,唯特偶,2024.0,C39,计算机、通信和其他电子设备制造业,1,广东省,2.71,-4542728.0,18170912.0,30.0,3865925.13,1.0,21.05,0.064546,0.173739,2.0,1,1,1,1,1,1,141488.9,11.859976547758759,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67
301326,捷邦科技,2024.0,C39,计算机、通信和其他电子设备制造业,1,,7.31,-9458842.89,37835371.56,311.0,3724813.0,1.0,21.3,-0.01235,0.260532,2.0,0,1,1,1,1,1,,,,,,,,,,,
301327,华宝新能,2024.0,C38,电气机械和器材制造业,1,,4.8,-18229449.18,72917796.72,859.0,,1.0,22.75,0.031558,0.182403,2.0,1,1,1,1,1,1,,,,,,,,,,,
301328,维峰电子,2024.0,C39,计算机、通信和其他电子设备制造业,1,,12.05,-9017402.83,36069611.32,202.0,3678.74,1.0,21.45,0.042638,0.073171,2.0,1,1,1,1,1,1,,,,,,,,,,,
301330,熵基科技,2024.0,C39,计算机、通信和其他电子设备制造业,1,广东省,10.82,-24060723.59,96242894.36,963.0,,1.0,22.11,0.04995,0.158576,2.0,0,1,1,1,1,1,141488.9,11.859976547758759,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67
301336,趣睡科技,2024.0,C21,家具制造业,1,,3.13,-2184510.04,8738040.16,287.0,170804.32,1.0,20.71,0.029471,0.173585,2.0,1,1,1,1,1,1,,,,,,,,,,,
301338,凯格精机,2024.0,C35,专用设备制造业,1,,9.12,-10811315.1,43245260.4,212.0,300000.0,1.0,21.56,0.030931,0.357876,2.0,0,1,1,1,1,1,,,,,,,,,,,
301339,通行宝,2024.0,I65,软件和信息技术服务业,0,江苏省,6.86,-6489069.33,25956277.32,114.0,,1.0,22.43,0.041467,0.492702,2.0,0,1,1,1,0,0,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
301359,东南电子,2024.0,C38,电气机械和器材制造业,1,浙江省,5.21,-2459311.76,9837247.04,93.0,,1.0,20.65,0.049205,0.080465,2.0,1,1,1,1,1,1,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
301367,瑞迈特,2024.0,C35,专用设备制造业,1,北京市,14.77,-21119514.74,84478058.96,835.0,,1.0,21.95,0.046309,0.17148,2.0,1,1,1,1,1,1,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
301369,联动科技,2024.0,C35,专用设备制造业,1,广东省,37.77,-16503072.78,66012291.12,154.0,3025427.0,1.0,21.19,0.011587,0.061285,2.0,0,1,1,1,1,1,141488.9,11.859976547758759,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67
301377,鼎泰高科,2024.0,C33,金属制品业,0,广东省,6.94,-10141351.15,40565404.6,498.0,,1.0,21.98,0.064565,0.295725,2.0,1,1,1,1,0,0,141488.9,11.859976547758759,17956.06,,,93.54,259373.0,168813.0,1004280.0,692635.0,2027.67
301379,天山电子,2024.0,C39,计算机、通信和其他电子设备制造业,1,,4.73,-10115445.8,40461783.2,67.0,,1.0,21.43,0.074545,0.301674,2.0,1,1,1,1,1,1,,,,,,,,,,,
301391,卡莱特,2024.0,C39,计算机、通信和其他电子设备制造业,1,,20.94,-17905582.98,71622331.92,158.0,1750500.0,1.0,21.7,0.007303,0.180911,2.0,1,1,1,1,1,1,,,,,,,,,,,
600008,首创环保,2024.0,D46,水的生产和供应业,0,北京市,0.88,-20510480.82,82041923.28,1098.0,,1.0,25.43,0.037276,0.647746,24.0,0,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
600063,皖维高新,2024.0,C26,化学原料和化学制品制造业,1,安徽省,5.47,-16163401.56,64653606.24,208.0,,1.0,23.46,0.02312,0.454244,27.0,0,1,1,1,1,1,50646.7,10.832629354543421,8999.54,,,85.38,65961.0,32821.0,262102.0,148388.0,3933.22
600081,东风科技,2024.0,C36,汽车制造业,1,上海市,5.37,-10769927.17,43079708.68,580.0,1628906.52,1.0,23.04,0.022751,0.452709,27.0,0,1,1,1,1,1,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
600085,同仁堂,2024.0,C27,医药制造业,1,北京市,2.2,-32854915.94,131419663.76,191.0,1296317.57,1.0,24.16,0.073094,0.330043,27.0,0,1,1,1,1,1,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
600099,林海股份,2024.0,C37,铁路、船舶、航空航天和其他运输设备制造业,1,江苏省,4.09,-1978554.39,7914217.56,79.0,1000.0,1.0,20.75,0.01787,0.491025,27.0,0,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600104,上汽集团,2024.0,C36,汽车制造业,1,上海市,3.55,-1101237919.74,4404951678.96,26000.0,,1.0,27.59,0.006095,0.63774,27.0,0,1,1,1,1,1,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
600110,诺德股份,2024.0,C39,计算机、通信和其他电子设备制造业,1,,4.84,-32843572.21,131374288.84,200.0,15186469.63,1.0,23.5,-0.022854,0.55309,27.0,0,1,1,1,1,1,,,,,,,,,,,
600118,中国卫星,2024.0,C39,计算机、通信和其他电子设备制造业,1,北京市,9.09,-14936493.77,59745975.08,1511.0,13395808.05,1.0,23.31,-0.00231,0.389393,27.0,0,1,1,1,1,1,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
600128,苏豪弘业,2024.0,F51,批发业,0,江苏省,0.3832,-226361.17,905444.68,57.0,,1.0,22.52,0.010348,0.547307,27.0,0,1,1,1,0,0,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600132,重庆啤酒,2024.0,C15,酒、饮料和精制茶制造业,1,重庆市,0.3832,-2508005.53,10032022.12,143.0,,1.0,23.12,0.2007718799999991,0.776296,27.0,0,1,1,1,1,1,32046.7,10.374949492929083,5621.21,,,81.54,32663.0,14282.0,96787.0,54753.0,943.82
600135,乐凯胶片,2024.0,C26,化学原料和化学制品制造业,1,河北省,6.84,-14468210.35,57872841.4,284.0,18313194.09,1.0,21.91,-0.018644,0.114874,26.0,0,1,1,1,1,1,47448.1,10.767391761086735,10326.72,,,81.61,29885.0,15787.0,164883.0,97308.0,1958.77
600152,维科技术,2024.0,C38,电气机械和器材制造业,1,浙江省,8.16,-18278214.76,73112859.04,230.0,,1.0,21.79,-0.012565,0.40307,26.0,1,1,1,1,1,1,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
600171,上海贝岭,2024.0,C39,计算机、通信和其他电子设备制造业,1,上海市,15.27,-62193859.92,248775439.68,363.0,,1.0,22.39,0.074865,0.165432,26.0,0,1,1,1,1,1,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
600195,中牧股份,2024.0,C27,医药制造业,1,,2.65,-12950363.23,51801452.92,394.0,,1.0,22.9,0.006946,0.265101,25.0,0,1,1,1,1,1,,,,,,,,,,,
600232,金鹰股份,2024.0,C17,纺织业,0,浙江省,2.26,-5307920.62,21231682.48,50.0,,1.0,21.31,0.016085,0.43625,24.0,0,1,1,1,0,0,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
600261,阳光照明,2024.0,C38,电气机械和器材制造业,1,浙江省,2.57,-10520264.42,42081057.68,47.0,,1.0,22.39,0.039244,0.328396,24.0,0,1,1,1,1,1,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
600267,海正药业,2024.0,C27,医药制造业,1,浙江省,4.25,-47105985.11,188423940.44,487.0,,1.0,23.49,0.037021,0.462888,24.0,1,1,1,1,1,1,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
600276,恒瑞医药,2024.0,C27,医药制造业,1,江苏省,29.4,-828162824.72,3312651298.88,753.0,,1.0,24.64,0.126397,0.080689,24.0,0,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600288,大恒科技,2024.0,C39,计算机、通信和其他电子设备制造业,1,北京市,9.58,-20451625.64,81806502.56,280.0,1554597.89,1.0,21.84,-0.014643,0.291448,24.0,1,1,1,1,1,1,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
600293,三峡新材,2024.0,C30,非金属矿物制品业,0,,4.89,-7661315.9,30645263.6,40.0,200000.0,1.0,21.93,0.002656,0.439069,24.0,0,1,1,1,0,0,,,,,,,,,,,
600307,酒钢宏兴,2024.0,C31,黑色金属冶炼和压延加工业,0,,3.06,-10117375.85,40469503.4,937.0,11919835.71,1.0,24.58,-0.055463,0.7840141999999997,24.0,0,1,1,1,0,0,,,,,,,,,,,
600320,振华重工,2024.0,C34,通用设备制造业,1,上海市,4.36,-55573743.0,222294972.0,2475.0,33434470.0,1.0,25.17,0.009094,0.7840141999999997,24.0,0,1,1,1,1,1,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
600352,浙江龙盛,2024.0,C26,化学原料和化学制品制造业,1,浙江省,3.78,-91291150.2,365164600.8,1900.0,,1.0,25.0,0.032701,0.482697,21.0,1,1,1,1,1,1,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
600361,创新新材,2024.0,C32,有色金属冶炼和压延加工业,0,,0.3832,-52993077.31,211972309.24,537.0,,1.0,23.99,0.03848,0.581475,23.0,0,1,1,1,0,0,,,,,,,,,,,
600367,红星发展,2024.0,C26,化学原料和化学制品制造业,1,,3.3,-7994878.15,31979512.6,78.0,441954.99,1.0,21.87,0.031366,0.166206,23.0,0,1,1,1,1,1,,,,,,,,,,,
600400,红豆股份,2024.0,C18,纺织服装、服饰业,0,,0.88,-2048062.36,8192249.44,133.0,463060.55,1.0,22.2,-0.054166,0.40553,23.0,0,1,1,1,0,0,,,,,,,,,,,
600449,宁夏建材,2024.0,C30,非金属矿物制品业,0,宁夏回族自治区,0.52,-2844906.88,11379627.52,342.0,9041710.48,1.0,23.09,0.021787,0.27911,21.0,0,1,1,1,0,0,5520.2,8.61616937049884,1768.5,,,72.24,4417.0,1779.0,18479.0,10650.0,48.33
600460,士兰微,2024.0,C39,计算机、通信和其他电子设备制造业,1,,9.66,-133013589.62,532054358.48,1246.0,,1.0,23.93,-0.000962,0.442529,21.0,0,1,1,1,1,1,,,,,,,,,,,
600477,杭萧钢构,2024.0,C33,金属制品业,0,浙江省,5.39,-25092179.33,100368717.32,600.0,,1.0,23.53,0.009851,0.671945,21.0,0,1,1,1,0,0,90007.0,11.407642724065646,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22
600479,千金药业,2024.0,C27,医药制造业,1,,6.46,-27156520.71,108626082.84,402.0,,1.0,22.24,0.066415,0.311031,20.0,0,1,1,1,1,1,,,,,,,,,,,
600498,烽火通信,2024.0,C39,计算机、通信和其他电子设备制造业,1,,12.53,-171749420.93,686997683.72,3870.0,,1.0,24.52,0.015868,0.649883,23.0,0,1,1,1,1,1,,,,,,,,,,,
600500,中化国际,2024.0,C26,化学原料和化学制品制造业,1,上海市,1.47,-74489550.61,297958202.44,1092.0,,1.0,24.66,-0.060369,0.642511,24.0,1,1,1,1,1,1,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
600501,航天晨光,2024.0,C35,专用设备制造业,1,,6.99,-17279087.72,69116350.88,815.0,583700.0,1.0,22.36,-0.075854,0.600915,23.0,1,1,1,1,1,1,,,,,,,,,,,
600511,国药股份,2024.0,F51,批发业,0,北京市,0.3832,-3607889.68,14431558.72,86.0,,1.0,24.28,0.060976,0.456743,22.0,0,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
600513,联环药业,2024.0,C27,医药制造业,1,江苏省,12.82,-10018096.88,40072387.52,199.0,,1.0,21.83,0.035243,0.477652,21.0,0,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600545,卓郎智能,2024.0,C35,专用设备制造业,1,,6.3,-7293000.0,29172000.0,1000.0,,1.0,22.94,-0.015033,0.55969,21.0,0,1,1,1,1,1,,,,,,,,,,,
600549,厦门钨业,2024.0,C32,有色金属冶炼和压延加工业,0,,4.14,-188210873.3,752843493.2,1973.0,51234275.97,1.0,24.54,0.05951,0.464386,22.0,0,1,1,1,0,0,,,,,,,,,,,
600563,法拉电子,2024.0,C39,计算机、通信和其他电子设备制造业,1,福建省,3.49,-22945196.36,91780785.44,100.0,10862083.33,1.0,22.78,0.133334,0.315879,22.0,0,1,1,1,1,1,57476.6,10.959133187434425,6080.93,,,86.0,37756.0,22245.0,176687.0,122246.0,375.76
600567,山鹰国际,2024.0,C22,造纸和纸制品业,0,,2.89,-92975672.93,371902691.72,1322.0,1379748.0,1.0,24.68,-0.009494,0.676683,23.0,1,1,1,1,0,0,,,,,,,,,,,
600584,长电科技,2024.0,C39,计算机、通信和其他电子设备制造业,1,江苏省,4.78,-110742886.45,442971545.8,3030.0,,1.0,24.71,0.029819,0.453519,21.0,0,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600592,龙溪股份,2024.0,C34,通用设备制造业,1,,7.21,-19154194.85,76616779.4,147.0,,1.0,22.02,0.039176,0.325542,22.0,0,1,1,1,1,1,,,,,,,,,,,
600686,金龙汽车,2024.0,C36,汽车制造业,1,,3.58,-85302856.71,341211426.84,1403.0,,1.0,24.03,0.009985,0.7840141999999997,31.0,0,1,1,1,1,1,,,,,,,,,,,
600731,湖南海利,2024.0,C26,化学原料和化学制品制造业,1,湖南省,5.77,-16693284.32,66773137.28,289.0,1170000.0,1.0,22.25,0.062911,0.288683,28.0,0,1,1,1,1,1,53084.7,10.879644030117774,9536.26,,,83.4,38671.0,23593.0,109502.0,72376.0,4799.84
600736,苏州高新,2024.0,K70,房地产业,0,,0.55,-6392828.0,25571312.0,356.0,,1.0,25.04,0.001738,0.734578,28.0,0,1,1,1,0,0,,,,,,,,,,,
600741,华域汽车,2024.0,C36,汽车制造业,1,上海市,3.67,-586536177.42,2346144709.68,10749.0,,1.0,25.94,0.040443,0.642604,28.0,0,1,1,1,1,1,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
600794,保税科技,2024.0,G59,装卸搬运和仓储业,0,江苏省,1.87,-2372818.2,9491272.8,51.0,533240.0,1.0,21.95,0.067659,0.163544,27.0,0,1,1,1,0,0,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600850,电科数字,2024.0,I65,软件和信息技术服务业,0,,5.06,-43874520.32,175498081.28,102.0,,1.0,23.2,0.045719,0.585479,30.0,0,1,1,1,0,0,,,,,,,,,,,
600900,长江电力,2024.0,D44,电力、热力生产和供应业,0,,2.74,-30821911.08,123287644.32,3726.0,1816511.0,1.0,27.06,0.058173,0.607902,21.0,0,1,1,1,0,0,,,,,,,,,,,
600929,雪天盐业,2024.0,C14,食品制造业,1,湖南省,4.58,-15058545.92,60234183.68,474.0,4130998.78,1.0,23.12,0.028063,0.252742,6.0,0,1,1,1,1,1,53084.7,10.879644030117774,9536.26,,,83.4,38671.0,23593.0,109502.0,72376.0,4799.84
600936,北投科技,2024.0,I63,电信、广播电视和卫星传输服务,0,广西壮族自治区,5.04,-11894998.14,47579992.56,50.0,1072940.0,1.0,22.71,-0.121382,0.7840141999999997,8.0,0,1,1,1,0,0,28694.1,10.264446805701402,6469.58,,,79.17,14341.0,6182.0,52954.0,29492.0,182.89
600941,中国移动,2024.0,I63,电信、广播电视和卫星传输服务,0,香港特别行政区,3.3,-1265000000.0,5060000000.0,17000.0,,1.0,28.36,0.06683,0.343293,2.0,0,1,1,1,0,0,,,,,,,,,,,
600963,岳阳林纸,2024.0,C22,造纸和纸制品业,0,湖南省,3.88,-30967346.02,123869384.08,263.0,,1.0,23.74,0.008205,0.610248,20.0,0,1,1,1,0,0,53084.7,10.879644030117774,9536.26,,,83.4,38671.0,23593.0,109502.0,72376.0,4799.84
600968,海油发展,2024.0,B11,开采专业及辅助性活动,0,北京市,1.88,-121791114.35,487164457.4,13.0,,1.0,24.63,0.075868,0.437127,5.0,1,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
600970,中材国际,2024.0,E48,土木工程建筑业,0,江苏省,3.84,-100850061.53,403400246.12,2883.0,10913090.2,1.0,24.8,0.054866,0.612819,19.0,0,1,1,1,0,0,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
600983,惠而浦,2024.0,C38,电气机械和器材制造业,1,安徽省,4.35,-22243060.58,88972242.32,797.0,1169631.36,1.0,22.38,0.038476,0.489934,20.0,0,1,1,1,1,1,50646.7,10.832629354543421,8999.54,,,85.38,65961.0,32821.0,262102.0,148388.0,3933.22
600996,贵广网络,2024.0,I63,电信、广播电视和卫星传输服务,0,,0.86,-1760725.99,7042903.96,46.0,1780734.95,1.0,23.5,-0.069166,0.774892,8.0,1,1,1,1,0,0,,,,,,,,,,,
601038,一拖股份,2024.0,C35,专用设备制造业,1,河南省,4.34,-19967559.0,79870236.0,571.0,27114272.57,1.0,23.41,0.063366,0.470554,12.0,0,1,1,1,1,1,63557.1,11.05969399342976,11464.16,,,84.17,32064.0,17610.0,172726.0,110654.0,1754.37
601058,赛轮轮胎,2024.0,C29,橡胶和塑料制品业,0,,3.18,-35258442.13,141033768.52,2008.0,1697810.95,1.0,24.42,0.102358,0.489345,13.0,0,1,1,1,0,0,,,,,,,,,,,
601068,中铝国际,2024.0,E48,土木工程建筑业,0,北京市,4.01,-27240000.0,108960000.0,3524.0,,1.0,24.44,0.006519,0.7840141999999997,6.0,0,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
601098,中南传媒,2024.0,R86,新闻和出版业,0,湖南省,0.73,-2316497.78,9265991.12,65.0,,1.0,24.03,0.054435,0.401097,14.0,0,1,1,1,0,0,53084.7,10.879644030117774,9536.26,,,83.4,38671.0,23593.0,109502.0,72376.0,4799.84
601100,恒立液压,2024.0,C34,通用设备制造业,1,江苏省,7.75,-104273158.58,417092634.32,897.0,,1.0,23.7,0.12793,0.194019,13.0,0,1,1,1,1,1,136696.9,11.825521345059148,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14
601200,上海环境,2024.0,N77,生态保护和环境治理业,0,上海市,1.47,-11813889.14,47255556.56,388.0,,1.0,24.12,0.022224,0.560313,7.0,0,1,1,1,0,0,53759.5,10.892275674558542,9874.84,,,90.09,100217.0,50676.0,243656.0,150766.0,5009.32
601222,林洋能源,2024.0,C38,电气机械和器材制造业,1,,3.99,-52675290.88,210701163.52,323.0,,1.0,23.93,0.031196,0.362534,13.0,1,1,1,1,1,1,,,,,,,,,,,
601226,华电科工,2024.0,M74,专业技术服务业,0,北京市,5.62,-13409431.6,53637726.4,1464.0,,1.0,23.15,0.010433,0.605326,10.0,0,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
601311,骆驼股份,2024.0,C38,电气机械和器材制造业,1,湖北省,3.18,-41090615.84,164362463.36,1238.0,,1.0,23.43,0.042215,0.351118,13.0,0,1,1,1,1,1,59644.3,10.996153865541888,9976.31,,,84.28,65626.0,32074.0,217962.0,128796.0,5462.45
601369,陕鼓动力,2024.0,C34,通用设备制造业,1,陕西省,4.06,-9704178.84,38816715.36,699.0,26169803.32,1.0,23.95,0.045334,0.621543,14.0,0,1,1,1,1,1,35437.1,10.47551457292845,7297.73,,,81.71,48686.0,24598.0,125012.0,75634.0,4825.91
601390,中国中铁,2024.0,E48,土木工程建筑业,0,北京市,2.31,-1213789000.0,4855156000.0,44967.0,,1.0,28.44,0.013631,0.773916,17.0,0,1,1,1,0,0,49670.2,10.813160434668687,8396.49,,,89.07,210052.0,119635.0,321445.0,199702.0,9153.26
601568,北元化工,2024.0,C26,化学原料和化学制品制造业,1,,1.3,-7656463.38,30625853.52,413.0,,1.0,23.4,0.0159,0.198666,4.0,0,1,1,1,1,1,,,,,,,,,,,
601608,中信重工,2024.0,C35,专用设备制造业,1,河南省,7.14,-60361691.0,241446764.0,1176.0,,1.0,23.7,0.018053,0.530512,12.0,0,1,1,1,1,1,63557.1,11.05969399342976,11464.16,,,84.17,32064.0,17610.0,172726.0,110654.0,1754.37
601615,明阳智能,2024.0,C34,通用设备制造业,1,,4.06,-86372871.99,345491487.96,2000.0,64839843.21,1.0,25.19,0.004285,0.685888,5.0,1,1,1,1,1,1,,,,,,,,,,,
601678,滨化股份,2024.0,C26,化学原料和化学制品制造业,1,,1.22,-20329769.14,81319076.56,130.0,,1.0,23.86,0.009545,0.504161,14.0,0,1,1,1,1,1,,,,,,,,,,,
