N,firms,r2_within,r2_overall,manufacturing_post2021_coef,manufacturing_post2021_se,manufacturing_post2021_p,ln_assets_coef,ln_assets_se,ln_assets_p,roa_coef,roa_se,roa_p,cashflow_ratio_coef,cashflow_ratio_se,cashflow_ratio_p,firm_age_coef,firm_age_se,firm_age_p,dependent,category
25831,5262,0.0004964424745035334,0.0004727311340816387,-0.024725786420105974,0.024588904368581202,0.31463582470886475,0.04654861735403325,0.02056786978341623,0.023635499280475925,-0.001965705211846451,0.07611124895212011,0.979395786541869,0.022471853637549534,0.09131230566655403,0.8056081680768084,,,,ln_invention_apply,创新数量
25831,5262,0.0019943088588351143,0.0012921679423347765,-0.011304137195530717,0.022952836653525648,0.6223753333466218,0.06974319812577899,0.017420696724177866,6.263978773812795e-05,-0.07223207288593665,0.057638453509522306,0.21014994023425926,0.1157853423307838,0.07359290969535968,0.11565966960266949,,,,ln_invention_grant,创新数量
25831,5262,0.0007568253782941348,0.0004322350313483714,-0.0017358766163684317,0.03388654159842116,0.9591458226478387,0.06528387898624141,0.02921388056122389,0.02544860552672623,0.0050994419850288976,0.1000083351403542,0.9593338491047816,0.005451203396688444,0.12714140224163328,0.9658014949695617,,,,ln_patent_apply_total,创新数量
25831,5262,0.0037859216265578866,0.001193937380606247,0.03482461048410274,0.03573142697716296,0.3297596012033015,0.09679888332328876,0.028107563569183862,0.0005745875723333072,0.10241700008637342,0.10408875956206347,0.3251570372025445,0.014675978873617846,0.1199596908457432,0.9026302220673932,,,,ln_patent_grant_total,创新数量
